"Sex","First Name","Last Name","Type","Email","Mobile Phone","Organisation","Acronym","Office Phone","Office","Title","Home Address","Home Country","Home L1","Home L2","Home L3","Home Lat","Home Lon"
"Mr.","Carlota","Chilro","Volunteer","carlota.chilro@yahoo.com","+(670) 9211-2051","Timor-Leste Red Cross Society","CVTL",,,,"Kailoi","TL","Viqueque","Viqueque","Bahalarauain",-8.91236,126.27774
"Ms.","Joaninha","de Jesus","Volunteer","joaninha.dejesus@hotmail.com","+(670) 1324-6754","Timor-Leste Red Cross Society","CVTL",,,,"Dalari","TL","Lautem","Luro","Cotamutu",-8.50932,126.83462
"Mr.","Mariano","da Costa Belo","Volunteer","mariano.dacostabelo@gmail.com","+(670) 7625-8271","Timor-Leste Red Cross Society","CVTL",,,,"Rehatun","TL","Manatuto","Laclubar","Sanana'in",-8.64154,125.97547
"Mr.","Domingos","de Araujo","Volunteer","domingos.dearaujo@yahoo.com","+(670) 6462-3365","Timor-Leste Red Cross Society","CVTL",,,,"Uaitutumata","TL","Viqueque","Ossu","Uagia",-8.7687,126.40887
"Ms.","Jaime","da Silva","Volunteer","jaime.dasilva@hotmail.com","+(670) 9189-2076","Timor-Leste Red Cross Society","CVTL",,,,"Santacruz","TL","Ermera","Hatolia","Hatolia",-8.81278,125.31882
"Mr.","Daniela","Adevinha","Volunteer","daniela.adevinha@yahoo.com","+(670) 1803-6098","Timor-Leste Red Cross Society","CVTL",,,,"Motaulun Barat","TL","Dili","Nain Feto","Lahane Oriental",-8.57383,125.59158
"Mr.","Marito","da Cunha","Volunteer","marito.dacunha@gmail.com","+(670) 4424-9757","Timor-Leste Red Cross Society","CVTL",,,,"Lari-Ledana","TL","Baucau","Laga","Saelari",-8.47683,126.70854
"Mr.","Lourenco","Liub","Volunteer","lourenco.liub@hotmail.com","+(670) 1702-7643","Timor-Leste Red Cross Society","CVTL",,,,"Vatuleurai","TL","Liquiçá","Maubara","Vatuboro",-8.71668,125.13019
"Mr.","Venancio","Soares","Volunteer","venancio.soares@gmail.com","+(670) 1788-7912","Timor-Leste Red Cross Society","CVTL",,,,"Oebu","TL","Oecusse","Passabe","Abani",-9.46424,124.31634
"Ms.","Jaime","de Fatima ","Volunteer","jaime.defatima@gmail.com","+(670) 3447-2680","Timor-Leste Red Cross Society","CVTL",,,,"Karomate","TL","Dili","Cristo Rei","Becora",-8.57432,125.61655
"Mr.","Martinho","Jose da C.","Volunteer","martinho.josedac.@gmail.com","+(670) 2079-7959","Timor-Leste Red Cross Society","CVTL",,,,"Uaiboila","TL","Baucau","Baucau","Triloca",-8.52094,126.34953
"Mr.","Catarina","Helena","Volunteer","catarina.helena@yahoo.com","+(670) 2478-5647","Timor-Leste Red Cross Society","CVTL",,,,"Kirilelo","TL","Ermera","Letefoho","Lauana",-8.8875,125.425
"Mr.","George","Maria","Volunteer","george.maria@gmail.com","+(670) 8982-6898","Timor-Leste Red Cross Society","CVTL",,,,"Locoliu","TL","Baucau","Quelicai","Locoliu",-8.61147,126.57092
"Ms.","Joel","Uva","Volunteer","joel.uva@yahoo.com","+(670) 9155-1865","Timor-Leste Red Cross Society","CVTL",,,,"Ouelae","TL","Aileu","Aileu Vila","Hoholau",-8.76252,125.48092
"Mr.","Alcino","Martins","Volunteer","alcino.martins@yahoo.com","+(670) 4035-2532","Timor-Leste Red Cross Society","CVTL",,,,"Rileko","TL","Ainaro","Maubisse","Maubisse",-8.83205,125.59131
"Mr.","Alvaro","Soares","Volunteer","alvaro.soares@hotmail.com","+(670) 8450-1524","Timor-Leste Red Cross Society","CVTL",,,,"Kunsabibi","TL","Covalima","Fatumean","Belulic Leten",-9.24706,125.01059
"Mr.","Maria","Cromos","Volunteer","maria.cromos@gmail.com","+(670) 2640-7293","Timor-Leste Red Cross Society","CVTL",,,,"Kaitarahei","TL","Ermera","Railaco","Fatuquero",-8.6995,125.44861
"Mr.","Joao","Nunes","Volunteer","joao.nunes@gmail.com","+(670) 2852-7404","Timor-Leste Red Cross Society","CVTL",,,,"Maubesi","TL","Covalima","Fohorem","Fohoren",-9.28816,125.11634
"Ms.","Fernando","Goncalves","Volunteer","fernando.goncalves@yahoo.com","+(670) 9538-6527","Timor-Leste Red Cross Society","CVTL",,,,"Boromata","TL","Dili","Vera Cruz","Dare",-8.60139,125.58342
"Mr.","Mariano","Soares","Volunteer","mariano.soares@hotmail.com","+(670) 8815-7203","Timor-Leste Red Cross Society","CVTL",,,,"Manehat","TL","Manatuto","Barique/Natarbora","Manehat",-8.91313,125.96735
"Ms.","Abril","da Costa","Volunteer","abril.dacosta@gmail.com","+(670) 1436-1662","Timor-Leste Red Cross Society","CVTL",,,,"Lale","TL","Ainaro","Hatu-Udo","Foho-ai-Lico",-9.12594,125.6593
"Ms.","Xanana","Cabecinhas","Volunteer","xanana.cabecinhas@yahoo.com","+(670) 5002-2737","Timor-Leste Red Cross Society","CVTL",,,,"Manulak","TL","Viqueque","Viqueque","Caraubalo",-8.85187,126.36466
"Mr.","Ruben","Freitas","Volunteer","ruben.freitas@gmail.com","+(670) 6788-4988","Timor-Leste Red Cross Society","CVTL",,,,"Pafuloain","TL","Viqueque","Watulari","Macadique",-8.83731,126.51925
"Mr.","Mariano","da Costa Belo","Volunteer","mariano.dacostabelo@hotmail.com","+(670) 4664-9712","Timor-Leste Red Cross Society","CVTL",,,,"Ossufaso","TL","Lautem","Luro","Luro",-8.54715,126.83158
"Mr.","Augusto","Brites","Volunteer","augusto.brites@yahoo.com","+(670) 6042-5970","Timor-Leste Red Cross Society","CVTL",,,,"Dato","TL","Liquiçá","Liquiçá","Dato",-8.59444,125.32917
"Ms.","Angelino","M. Pereira","Volunteer","angelino.m.pereira@gmail.com","+(670) 3607-6761","Timor-Leste Red Cross Society","CVTL",,,,"Mocububo","TL","Baucau","Quelicai","Locoliu",-8.62273,126.57179
"Mr.","Cesar","Da Silva ","Volunteer","cesar.dasilva@yahoo.com","+(670) 9057-7714","Timor-Leste Red Cross Society","CVTL",,,,"Lacoloroho","TL","Viqueque","Uatucarbau","Uani Uma",-8.72352,126.6784
"Ms.","Abel","Mali Mau","Volunteer","abel.malimau@hotmail.com","+(670) 7971-4228","Timor-Leste Red Cross Society","CVTL",,,,"Kutulau","TL","Liquiçá","Bazartete","Leorema",-8.64583,125.37778
"Mr.","Rita","Peneda","Volunteer","rita.peneda@hotmail.com","+(670) 4884-3688","Timor-Leste Red Cross Society","CVTL",,,,"Fahita","TL","Liquiçá","Bazartete","Tibar",-8.61926,125.46527
"Mr.","Edilirio","da Costa","Volunteer","edilirio.dacosta@gmail.com","+(670) 4765-7890","Timor-Leste Red Cross Society","CVTL",,,,"Laucolo","TL","Baucau","Laga","Samalari",-8.47408,126.6677
"Mr.","Leonito","Martins","Volunteer","leonito.martins@yahoo.com","+(670) 3008-9191","Timor-Leste Red Cross Society","CVTL",,,,"Aihou","TL","Ainaro","Maubisse","Aitutu",-8.87569,125.59019
"Mr.","Justiano","Belo","Volunteer","justiano.belo@gmail.com","+(670) 3272-2036","Timor-Leste Red Cross Society","CVTL",,,,"Russu","TL","Manufahi","Same","Holarua",-8.9375,125.67682
"Ms.","Orlando","de Carvalho","Volunteer","orlando.decarvalho@yahoo.com","+(670) 8024-7114","Timor-Leste Red Cross Society","CVTL",,,,"Nunoti","TL","Baucau","Vemase","Lioluba",-8.5711,126.33683
"Mr.","Jessica","Rafael","Volunteer","jessica.rafael@hotmail.com","+(670) 5470-4998","Timor-Leste Red Cross Society","CVTL",,,,"Mata","TL","Lautem","Lautem","Com",-8.35651,127.0575
"Mr.","Fernando","Goncalves","Volunteer","fernando.goncalves@gmail.com","+(670) 2562-8266","Timor-Leste Red Cross Society","CVTL",,,,"Samalai","TL","Manatuto","Laleia","Cairui",-8.57651,126.1601
"Mr.","Paulo","Guterres","Volunteer","paulo.guterres@yahoo.com","+(670) 5538-1901","Timor-Leste Red Cross Society","CVTL",,,,"Fatubossa","TL","Aileu","Aileu Vila","Fatubosa",-8.79914,125.55572
"Mr.","Jose","da Silva","Volunteer","jose.dasilva@hotmail.com","+(670) 6374-2494","Timor-Leste Red Cross Society","CVTL",,,,"Oemanu","TL","Oecusse","Oesilo","Bobometo",-9.35358,124.38483
"Ms.","Sandra","Maria","Volunteer","sandra.maria@gmail.com","+(670) 3041-5584","Timor-Leste Red Cross Society","CVTL",,,,"Umaberloic","TL","Manufahi","Alas","Uma Berloic",-9.1102,125.89936
"Mr.","Estanislao","Guterres","Volunteer","estanislao.guterres@gmail.com","+(670) 4801-9942","Timor-Leste Red Cross Society","CVTL",,,,"Kemalelara","TL","Liquiçá","Liquiçá","Dato",-8.59861,125.31944
"Ms.","Elly ","Ramos","Volunteer","elly.ramos@hotmail.com","+(670) 4578-9973","Timor-Leste Red Cross Society","CVTL",,,,"Boeana","TL","Ermera","Hatolia","Leimeacraic",-8.85738,125.29811
"Mr.","Paulo","Guterres","Volunteer","paulo.guterres@yahoo.com","+(670) 6994-9370","Timor-Leste Red Cross Society","CVTL",,,,"Barubatu","TL","Lautem","Lautem","Euquisi",-8.41217,126.74208
"Mr.","Juvenal","Barreto","Volunteer","juvenal.barreto@gmail.com","+(670) 8546-6014","Timor-Leste Red Cross Society","CVTL",,,,"Bercoli","TL","Baucau","Venilale","Uma Ana Ulo",-8.58889,126.3875
"Ms.","Alexandra","Botelheiro","Volunteer","alexandra.botelheiro@hotmail.com","+(670) 6724-3039","Timor-Leste Red Cross Society","CVTL",,,,"Beaco","TL","Viqueque","Viqueque","Watu Dere",-8.94502,126.44842
"Mr.","Domingos","Cune","Volunteer","domingos.cune@gmail.com","+(670) 7607-5021","Timor-Leste Red Cross Society","CVTL",,,,"Taolen","TL","Oecusse","Pante Macasar","Costa",-9.27681,124.40032
"Mr.","Maria","dos Santos","Volunteer","maria.dossantos@hotmail.com","+(670) 9887-3430","Timor-Leste Red Cross Society","CVTL",,,,"Aburo","TL","Bobonaro","Lolotoe","Deudet",-9.19186,125.24036
"Mr.","Joao","Baptista","Volunteer","joao.baptista@yahoo.com","+(670) 1237-8920","Timor-Leste Red Cross Society","CVTL",,,,"Lebutu","TL","Aileu","Remexio","Hautoho",-8.67368,125.67765
"Mr.","Margarida","Batuca","Volunteer","margarida.batuca@gmail.com","+(670) 9721-7896","Timor-Leste Red Cross Society","CVTL",,,,"Batugade","TL","Bobonaro","Balibo","Batugade",-8.94662,124.97215
"Mr.","Joao","Baptista","Volunteer","joao.baptista@hotmail.com","+(670) 1691-7926","Timor-Leste Red Cross Society","CVTL",,,,"Kuntua","TL","Oecusse","Nitibe","Usi-Taco",-9.33703,124.21865
"Mr.","Carlota","Chilro","Volunteer","carlota.chilro@hotmail.com","+(670) 2935-8696","Timor-Leste Red Cross Society","CVTL",,,,"Patputu","TL","Oecusse","Pante Macasar","Taiboco",-9.28472,124.26389
"Mr.","Joaninha","de Jesus","Volunteer","joaninha.dejesus@yahoo.com","+(670) 8653-1843","Timor-Leste Red Cross Society","CVTL",,,,"Railaco","TL","Ermera","Railaco","Lihu",-8.66712,125.42944
"Mr.","Augusto","Brites","Volunteer","augusto.brites@yahoo.com","+(670) 2334-2486","Timor-Leste Red Cross Society","CVTL",,,,"Mape","TL","Bobonaro","Lolotoe","Opa",-9.18068,125.27371
"Mr.","Adelino","Caldeira","Volunteer","adelino.caldeira@yahoo.com","+(670) 8757-3963","Timor-Leste Red Cross Society","CVTL",,,,"Kuluan","TL","Covalima","Zumalai","Tashilin",-9.22273,125.43554
"Ms.","Venancio","Soares","Volunteer","venancio.soares@yahoo.com","+(670) 7279-7887","Timor-Leste Red Cross Society","CVTL",,,,"Maulelo","TL","Bobonaro","Balibo","Leohito",-8.97601,125.09949
"Mr.","Cláudia","Ximenes","Volunteer","claudia.ximenes@yahoo.com","+(670) 9456-2001","Timor-Leste Red Cross Society","CVTL",,,,"Bibidae","TL","Baucau","Baguia","Lari Sula",-8.65631,126.72758
"Mr.","Jose","da Silva","Volunteer","jose.dasilva@gmail.com","+(670) 2716-9243","Timor-Leste Red Cross Society","CVTL",,,,"Bussi","TL","Oecusse","Pante Macasar","Costa",-9.2769,124.42085
"Mr.","Joao","Pinto Soares","Volunteer","joao.pintosoares@yahoo.com","+(670) 2661-9491","Timor-Leste Red Cross Society","CVTL",,,,"Anahon","TL","Bobonaro","Maliana","Ritabou",-9.00983,125.27966
"Mr.","Tomas","F. Branco","Volunteer","tomas.f.branco@gmail.com","+(670) 5460-9372","Timor-Leste Red Cross Society","CVTL",,,,"Fatubolo","TL","Ermera","Hatolia","Fatubolu",-8.74912,125.3681
"Ms.","Justiano","Belo","Volunteer","justiano.belo@gmail.com","+(670) 4767-9154","Timor-Leste Red Cross Society","CVTL",,,,"Fatubesi","TL","Manufahi","Fatuberliu","Clacuc",-9.02896,125.99788
"Mr.","Mariano","Soares","Volunteer","mariano.soares@hotmail.com","+(670) 6467-5283","Timor-Leste Red Cross Society","CVTL",,,,"Atekru","TL","Dili","Atauro","Beloi",-8.2234,125.53403
"Ms.","Paulo","Guterres","Volunteer","paulo.guterres@yahoo.com","+(670) 3687-1102","Timor-Leste Red Cross Society","CVTL",,,,"Raumaco","TL","Lautem","Lautem","Daudare",-8.4143,126.79234
"Mr.","Juliana","Fatima Rebelo","Volunteer","juliana.fatimarebelo@gmail.com","+(670) 6024-2048","Timor-Leste Red Cross Society","CVTL",,,,"Enelaran","TL","Bobonaro","Atabae","Aodabaleten",-8.82812,125.06601
"Mr.","Mariano","de Jesus ","Volunteer","mariano.dejesus@yahoo.com","+(670) 4434-9447","Timor-Leste Red Cross Society","CVTL",,,,"Biabusi","TL","Bobonaro","Bobonaro","Soilesu",-8.98311,125.33967
"Mr.","Joao","Baptista","Volunteer","joao.baptista@gmail.com","+(670) 4330-8781","Timor-Leste Red Cross Society","CVTL",,,,"Maulore","TL","Ainaro","Ainaro","Ainaro",-8.99508,125.49941
"Mr.","Mariana","Moio","Volunteer","mariana.moio@gmail.com","+(670) 3209-2425","Timor-Leste Red Cross Society","CVTL",,,,"Heda","TL","Bobonaro","Cailaco","Purugoa",-8.82083,125.21806
"Mr.","Isabel","Amaral","Volunteer","isabel.amaral@hotmail.com","+(670) 1070-1044","Timor-Leste Red Cross Society","CVTL",,,,"Oetako","TL","Oecusse","Pante Macasar","Taiboco",-9.28609,124.31146
"Mr.","Marito","da Cunha","Volunteer","marito.dacunha@yahoo.com","+(670) 8156-9579","Timor-Leste Red Cross Society","CVTL",,,,"Mocububo","TL","Baucau","Quelicai","Locoliu",-8.62273,126.57179
"Mr.","Clementino","Amaral ","Volunteer","clementino.amaral@yahoo.com","+(670) 2543-3238","Timor-Leste Red Cross Society","CVTL",,,,"Hauknutu","TL","Oecusse","Passabe","Malelat",-9.44581,124.3004
"Mr.","Joao","Pala","Volunteer","joao.pala@yahoo.com","+(670) 6203-3504","Timor-Leste Red Cross Society","CVTL",,,,"Muafoso","TL","Lautem","Lautem","Com",-8.35774,127.05598
"Mr.","Soraia","Macedo","Volunteer","soraia.macedo@gmail.com","+(670) 1104-9379","Timor-Leste Red Cross Society","CVTL",,,,"Larimuta","TL","Baucau","Quelicai","Macalaco",-8.58333,126.51389
"Mr.","Sandra","Maria","Volunteer","sandra.maria@hotmail.com","+(670) 7210-2608","Timor-Leste Red Cross Society","CVTL",,,,"Vemase","TL","Baucau","Vemase","Vemase",-8.51095,126.21122
"Mr.","Celestino","Nunes","Volunteer","celestino.nunes@gmail.com","+(670) 9839-2461","Timor-Leste Red Cross Society","CVTL",,,,"Barialaran","TL","Ainaro","Hatu-Udo","Foho-ai-Lico",-9.14377,125.66108
"Mr.","Domingos","de Araujo","Volunteer","domingos.dearaujo@yahoo.com","+(670) 3109-3949","Timor-Leste Red Cross Society","CVTL",,,,"Vatuvei","TL","Liquiçá","Maubara","Guico",-8.68941,125.17612
"Mr.","Edilirio","da Costa","Volunteer","edilirio.dacosta@hotmail.com","+(670) 5234-6570","Timor-Leste Red Cross Society","CVTL",,,,"Babulu","TL","Manufahi","Same","Babulo",-9.02318,125.65539
"Mr.","Maria","Saboga","Volunteer","maria.saboga@hotmail.com","+(670) 3734-5276","Timor-Leste Red Cross Society","CVTL",,,,"Tuinmolo","TL","Oecusse","Pante Macasar","Taiboco",-9.22646,124.26667
"Mr.","Dinis","Gomes","Volunteer","dinis.gomes@hotmail.com","+(670) 7338-8837","Timor-Leste Red Cross Society","CVTL",,,,"Raitahu","TL","Viqueque","Viqueque","Maluru",-8.92354,126.4014
"Mr.","Ercia","da Costa Mariz","Volunteer","ercia.dacostamariz@hotmail.com","+(670) 8733-4333","Timor-Leste Red Cross Society","CVTL",,,,"Vessa","TL","Viqueque","Viqueque","Uma Uain Craic",-8.87111,126.37326
"Mr.","Mafalda","Hildeberto","Volunteer","mafalda.hildeberto@yahoo.com","+(670) 5214-5615","Timor-Leste Red Cross Society","CVTL",,,,"Uaho","TL","Aileu","Aileu Vila","Aisirimou",-8.71003,125.58313
"Ms.","Venancio","Soares","Volunteer","venancio.soares@hotmail.com","+(670) 5922-9564","Timor-Leste Red Cross Society","CVTL",,,,"Borala","TL","Viqueque","Ossu","Ossu de Cima",-8.75214,126.38092
"Mr.","Duarte","Baros","Volunteer","duarte.baros@yahoo.com","+(670) 3514-6956","Timor-Leste Red Cross Society","CVTL",,,,"Nunutali","TL","Ermera","Ermera","Riheu",-8.75054,125.43662
"Mr.","Aleixo","Rodriques","Volunteer","aleixo.rodriques@yahoo.com","+(670) 2108-1532","Timor-Leste Red Cross Society","CVTL",,,,"Chaiuacha Baru","TL","Lautem","Lospalos","Fuiloro",-8.52942,126.98185
"Mr.","Paulo","Polainos","Volunteer","paulo.polainos@yahoo.com","+(670) 5054-5018","Timor-Leste Red Cross Society","CVTL",,,,"Bematua","TL","Dili","Vera Cruz","Dare",-8.60386,125.56001
"Ms.","Custodio","de Fatima","Volunteer","custodio.defatima@hotmail.com","+(670) 8923-4988","Timor-Leste Red Cross Society","CVTL",,,,"Saboria","TL","Aileu","Aileu Vila","Saboria",-8.71512,125.58745
"Mr.","Jose","de Araujo","Volunteer","jose.dearaujo@gmail.com","+(670) 6009-8905","Timor-Leste Red Cross Society","CVTL",,,,"Urema","TL","Liquiçá","Bazartete","Leorema",-8.65548,125.38108
"Mr.","Lauriano","da Costa","Volunteer","lauriano.dacosta@gmail.com","+(670) 5182-2266","Timor-Leste Red Cross Society","CVTL",,,,"Dadubere","TL","Bobonaro","Balibo","Balibo Vila",-8.9656,125.04161
"Mr.","Maria","Cromos","Volunteer","maria.cromos@hotmail.com","+(670) 7147-2183","Timor-Leste Red Cross Society","CVTL",,,,"Gugulai","TL","Baucau","Laga","Tequino Mata",-8.48177,126.56182
"Mr.","Abril","Rodrigues","Volunteer","abril.rodrigues@hotmail.com","+(670) 4739-8138","Timor-Leste Red Cross Society","CVTL",,,,"Pasehei","TL","Ermera","Ermera","Poetete",-8.73056,125.42639
"Mr.","Dominikus","Elo","Volunteer","dominikus.elo@hotmail.com","+(670) 6543-8484","Timor-Leste Red Cross Society","CVTL",,,,"Pala","TL","Dili","Atauro","Biceli",-8.18391,125.62902
"Mr.","Mariana","Moio","Volunteer","mariana.moio@yahoo.com","+(670) 5535-4683","Timor-Leste Red Cross Society","CVTL",,,,"Aisik","TL","Covalima","Fatumean","Fatumea",-9.23611,125.04722
"Mr.","Hermengildo","Rente","Volunteer","hermengildo.rente@hotmail.com","+(670) 3512-1738","Timor-Leste Red Cross Society","CVTL",,,,"Waicadi","TL","Manatuto","Barique/Natarbora","Aubeon",-8.99122,126.06047
"Ms.","Paulo","Guterres","Volunteer","paulo.guterres@hotmail.com","+(670) 4588-5026","Timor-Leste Red Cross Society","CVTL",,,,"Luarai","TL","Lautem","Lospalos","Bauro",-8.43099,127.03546
"Ms.","Joao","Baptista","Volunteer","joao.baptista@gmail.com","+(670) 9319-6644","Timor-Leste Red Cross Society","CVTL",,,,"Lebo","TL","Covalima","Fatumean","Belulic Leten",-9.22988,125.03244
"Ms.","Edilirio","da Costa","Volunteer","edilirio.dacosta@yahoo.com","+(670) 1705-5682","Timor-Leste Red Cross Society","CVTL",,,,"Libaloa","TL","Liquiçá","Bazartete","Ulmera",-8.64722,125.4375
"Mr.","Jose","da Costa Belo","Volunteer","jose.dacostabelo@hotmail.com","+(670) 9169-1083","Timor-Leste Red Cross Society","CVTL",,,,"Rauhasa","TL","Liquiçá","Bazartete","Lauhata",-8.5724,125.38236
"Ms.","Marito","da Cunha","Volunteer","marito.dacunha@gmail.com","+(670) 1543-7977","Timor-Leste Red Cross Society","CVTL",,,,"Raimeda","TL","Liquiçá","Maubara","Guico",-8.7341,125.18877
"Ms.","Januario","Ximenes","Volunteer","januario.ximenes@hotmail.com","+(670) 6023-3331","Timor-Leste Red Cross Society","CVTL",,,,"Aubaca","TL","Baucau","Baucau","Bucoli",-8.49006,126.35922
"Ms.","Filomeno","de Araujo","Volunteer","filomeno.dearaujo@gmail.com","+(670) 4950-1357","Timor-Leste Red Cross Society","CVTL",,,,"Aitularan","TL","Aileu","Aileu Vila","Aisirimou",-8.71834,125.56847
"Mr.","Ahmad","Jaelani","Volunteer","ahmad.jaelani@hotmail.com","+(670) 9550-8500","Timor-Leste Red Cross Society","CVTL",,,,"Kelisifu","TL","Liquiçá","Maubara","Vatuboro",-8.65358,125.11878
"Ms.","Juvenal","Barreto","Volunteer","juvenal.barreto@hotmail.com","+(670) 6243-2778","Timor-Leste Red Cross Society","CVTL",,,,"Oelete","TL","Oecusse","Passabe","Abani",-9.46134,124.32353
"Ms.","Telma","Otilia","Volunteer","telma.otilia@hotmail.com","+(670) 2383-2738","Timor-Leste Red Cross Society","CVTL",,,,"Ililai","TL","Lautem","Lautem","Ililai",-8.40928,126.73945
"Mr.","Antonio","da Costa","Volunteer","antonio.dacosta@gmail.com","+(670) 3107-4225","Timor-Leste Red Cross Society","CVTL",,,,"Anahon","TL","Bobonaro","Maliana","Ritabou",-9.00983,125.27966
"Mr.","Paulo","Polainos","Volunteer","paulo.polainos@yahoo.com","+(670) 5036-5487","Timor-Leste Red Cross Society","CVTL",,,,"Oapjumama","TL","Oecusse","Pante Macasar","Cunha",-9.28388,124.33511
"Mr.","Jaime","de Fatima ","Volunteer","jaime.defatima@hotmail.com","+(670) 1553-7169","Timor-Leste Red Cross Society","CVTL",,,,"Poguinigue","TL","Lautem","Lospalos","Muapitine",-8.52014,127.07019
"Mr.","Jose","da Costa Belo","Volunteer","jose.dacostabelo@gmail.com","+(670) 6193-1929","Timor-Leste Red Cross Society","CVTL",,,,"Raesoro","TL","Ainaro","Hatu-Udo","Leolima",-9.10784,125.58114
"Mr.","Guido","Belo","Volunteer","guido.belo@gmail.com","+(670) 2846-2605","Timor-Leste Red Cross Society","CVTL",,,,"Wabere","TL","Baucau","Quelicai","Abafala",-8.569,126.57467
"Mr.","Apolonius","Alex","Volunteer","apolonius.alex@gmail.com","+(670) 2362-9118","Timor-Leste Red Cross Society","CVTL",,,,"Maenu","TL","Oecusse","Nitibe","Lela-Ufe",-9.37361,124.275
"Mr.","Carlito","da Costa","Volunteer","carlito.dacosta@hotmail.com","+(670) 4936-6033","Timor-Leste Red Cross Society","CVTL",,,,"Arle","TL","Ermera","Hatolia","Mau-Ubu",-8.72952,125.33906
"Ms.","Guilherme ","Adevinha","Volunteer","guilherme.adevinha@hotmail.com","+(670) 8712-9497","Timor-Leste Red Cross Society","CVTL",,,,"Malarara","TL","Bobonaro","Atabae","Aidabaleten",-8.79411,125.10493
"Mr.","Maria","Pascoela","Volunteer","maria.pascoela@yahoo.com","+(670) 3759-2437","Timor-Leste Red Cross Society","CVTL",,,,"Moleana","TL","Bobonaro","Maliana","Ritabou",-8.91907,125.17941
"Mr.","Quito","Duarte","Volunteer","quito.duarte@gmail.com","+(670) 8802-6508","Timor-Leste Red Cross Society","CVTL",,,,"Dauroloc","TL","Manatuto","Soibada","Manlala",-8.86176,125.94498
